"name","builds","builds_from","source_description","website","website_identity","website_looked_for","entity_type","founders","founders_source","dpiit_status","dpiit_stage","contact_email","contact_page","domain_registered","web_first_capture","build_tags","domain_tags","public_programmes","programme_count","publishing_organisations","hiring_roles","team_page","site_versions_2y","parked_homepage","papers_found","city","state","rdi_sector","rdi_subsector","rdi_project","placed_from","classifier_reasoning","tier","public_traces","on_record","on_record_basis","started","in_database","signals","page"
"ExSURE Pvt Ltd",,"","Transforming cancer treatment with exosome-based drug delivery that targets both tumors and cancer stem cells, reducing chemotherapy side effects and relapse. Their growing portfolio of innovative reagents and lab services supports advanced research in cancer, exosomes, and cell biology.","https://exsure.in/","verified","yes","company","Swastika Paul, Abhishek Dutta","venture-center",,,"info@exsure.in","https://exsure.in/contact-us/","2022-03-17",,"biological or chemical","health","incubation at Venture Center, Pune","1","1","","https://exsure.in/our-team/","","","",,,"4","Pharmaceuticals & Drug Development","Pre-clinical and clinical pharmaceutical R&D","description","ExSURE develops exosome-based drug delivery systems for cancer treatment with preclinical validation of efficacy against tumors and cancer stem cells, directly aligning with pharmaceutical R&D focused on advanced therapeutic approaches.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/exsure"
"KeraX, A Subsidiary of KeraLink International",,"","Eliminating corneal blindness with scalable solutions that unite prevention, early detection, and novel treatments. KeraX Venture Lab advances technologies like AI-driven diagnostics, bioengineered corneal implants, and protective eyewear—making sustainable eye care accessible in underserved regions.","https://keralink.org/","verified","yes","unverified","Yogesh Shelke","venture-center",,,"info@keralink.org","https://keralink.org/about/contact/","2016-07-05",,"hardware; software","health","incubation at Venture Center, Pune","1","1","","https://keralink.org/about/team/","","","",,,"4","Medical Devices & Diagnostics","AI/ML-powered diagnostic and imaging devices","description","The project's AI-driven diagnostics for corneal blindness and early detection aligns with this category's focus on AI/ML diagnostic tools, though the bioengineered implants component would more precisely fit 4.6 Biomaterials & Regenerative Medicine.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/kerax-a-subsidiary-of-keralink-international"
"Matterak Technologies Pvt Ltd",,"","Transforming industrial decarbonization with scalable carbon capture and synthetic fuel systems that convert CO₂ into clean, usable energy. By integrating locally manufactured thermal hardware, the solution reduces import reliance and accelerates the shift to a carbon-neutral, self-sustaining energy ecosystem.","https://matterak.com/","verified","yes","company","Aditya Kedlaya","venture-center",,,,"https://matterak.com/contact/","2023-05-30",,"hardware","energy; water & environment; manufacturing & industry","incubation at Venture Center, Pune","1","1","","","","","0",,,"1","Carbon Capture, Utilization & Storage (CCUS)","Utilization for building materials, chemicals, fuels","description","Matterak's technology directly converts captured CO₂ into synthetic fuels and usable energy, which aligns with CCUS utilization applications; the emphasis on locally manufactured hardware also addresses supply chain resilience within the sector.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/matterak-technologies"
"Ripple Healthcare",,"","Innovative healthcare products for the elderly. Their maiden product Hip Pro+ is an IoT-enabled smart wearable device with protective cushions covering hip bones, protecting elderly from the traumatic and often deadly fall-induced hip injuries.","https://www.ripplehealthcare.in/","verified","yes","unverified","Kaushal Kothari","venture-center",,,"info@ripplehealthcare.in","https://www.ripplehealthcare.in/contact","2022-02-20",,"hardware","health","incubation at Venture Center, Pune","1","1","0","https://www.ripplehealthcare.in/about/team","","","",,,"4","Medical Devices & Diagnostics","Wearable health monitors and implantable biosensors","description","The project develops an IoT-enabled smart wearable device with protective cushioning for fall prevention in elderly populations, which aligns with wearable health monitoring technology for preventive healthcare.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/ripple-healthcare"
"Ambiator",,"","Ambiator is a smart, sustainable cooling solution for large indoor spaces. Powered by patented Dewpoint Regenerative Cooling (DRC) technology, it delivers fresh, filtered air without refrigerants, slashing energy use and emissions—ideal for eco-conscious buildings in hot, dry regions.","https://www.ambiator.com","verified","yes","unverified","Tiger Aster, Jeeten Desai","venture-center",,,,"https://www.ambiator.com/pages/contact","2005-06-13",,"","energy; water & environment; buildings & construction","incubation at Venture Center, Pune","1","1","","","","","0",,,"1","Energy-Efficient Cooling","High efficiency air conditioners","description","The project delivers a patented refrigerant-free cooling technology that dramatically reduces energy consumption and emissions for large indoor spaces, directly matching the sub-sector's focus on high-efficiency air conditioning solutions.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/ambiator"
"BioDimension Technology Private Ltd",,"","Redefining safety testing, this breakthrough platform crafts biofabricated human tissues that closely mimic real biology, offering a powerful alternative to animal models. From engineered skin to complex organoids, it brings speed, precision, and humanity to how products are tested. Powered by cutting-edge bioprinting and tissue engineering, it’s paving the way for a new standard—bridging science and ethics.","https://www.biodimension.in/index.html","verified","yes","company","Manojkumar S, Pradeep Arunachalam, Ranjith Kumar Velusamy","venture-center",,,"info@biodimension.in","https://www.biodimension.in/contact","2021-07-07",,"biological or chemical","","incubation at Venture Center, Pune","1","1","0","","","","0",,,"4","Advanced Biomaterials & Regenerative Medicine","Advanced 3D bioprinting and biofabrication technologies","description","BioDimension's engineered tissue platforms using bioprinting to create human tissue models for safety testing directly aligns with advanced 3D bioprinting and biofabrication as a core technology for preclinical validation alternatives to animal models.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/biodimension-technology"
"Renu MedTech",,"","Revolutionizing diabetes care by making advanced treatment accessible and affordable in India and other LMICs. Pune-based Renu MedTech develops high-performance, cost-effective solutions tailored to local healthcare needs. The startup bridges critical gaps in care, empowering patients with better disease management.","https://www.renumedtech.com/","verified","yes","unverified","Ajay Bhagwat, Vardhan Phadnis","venture-center",,,"contact@renumedtech.com","https://www.renumedtech.com/contactus","2024-09-12",,"","health","incubation at Venture Center, Pune","1","1","0","https://www.renumedtech.com/teams","","yes","0",,,"4","Medical Devices & Diagnostics","Wearable health monitors and implantable biosensors","description","The project develops cost-effective, accessible diabetes care solutions tailored to local healthcare needs, which aligns with wearable health monitors for chronic disease management in resource-constrained settings.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/renu-medtech"
"Umagine Hydrogen Pvt Ltd",,"","Driving the clean energy transition by advancing green and blue hydrogen solutions across production, mobility, and industry. Tackling fossil fuel dependency, the focus is on practical, scalable applications—from boilers and refineries to fuel cells and long-term storage. Powered by deep technical expertise and global experience, the effort brings future-ready, low-carbon solutions to life.","https://umagine.co.in/","verified","yes","company","Santosh Gurunath, Laxmikant Banjarey","venture-center",,,,"https://umagine.co.in/contact-us/","2022-04-16",,"","energy","incubation at Venture Center, Pune","1","1","","","","","0",,,"1","Hydrogen Economy","Green hydrogen via electrolysis, blue hydrogen with carbon capture","description","Umagine Hydrogen directly addresses both green hydrogen production (electrolysis) and blue hydrogen with carbon capture, plus storage and fuel cell applications across boilers, refineries, and mobility—all core project types under the Hydrogen Economy sub-sector.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/umagine-hydrogen"
"Baud Resources",,"","Reimagining clean energy, this solution stores power by lifting heavy masses and releases it through gravity-driven generation. The energy powers green hydrogen production at low cost, without relying on water. Designed for all terrains and climates, it ensures round-the-clock sustainability. A bold step toward a resilient, zero-carbon future.","https://www.baudresources.com/","verified","yes","unverified","Dishant Mishra","venture-center",,,"desk@baudresources.com",,"2017-05-08",,"","energy; water & environment","incubation at Venture Center, Pune","1","1","","","","","0",,,"1","Energy Storage","Innovative battery chemistries (lithium-ion, sodium-ion, solid-state)","description","The project's gravity-based energy storage system is a mechanical alternative to chemical batteries for grid-scale power storage, addressing the same need for round-the-clock energy availability that battery innovation serves.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/baud-resources"
"SparshMind Innovations",,"","Transforming brain and behavioural health through innovative healthcare technologies and solutions. Their flagship offering, ReMind, is a compact and user-friendly home-based rehabilitation device that utilizes clinically-proven protocol-based algorithms and body tracking systems to analyze biomedical parameters.","https://sparshmindinnovations.com/","verified","yes","unverified","Abhijith Unni, HARI KRISHNAN M, Hriushikesh Wadekar","venture-center",,,"contactus@sparshmindinnovations.com","https://sparshmindinnovations.com/contact/","2023-06-13",,"hardware; software","health","incubation at Venture Center, Pune","1","1","","","","","0",,,"4","Medical Devices & Diagnostics","Smart prosthetics and rehabilitation technologies","description","The project develops a home-based rehabilitation device with body tracking and biomedical parameter analysis for brain and behavioural health recovery, directly aligning with smart rehabilitation technology innovation.","C","2",,,,"2026-09-14","2","https://rohitrao.in/upstream/c/sparshmind-innovations"
